Unnamed: 0,Unnamed: 0.1,b,exp_param,n,vm_param,pp_id,ll,AIC,agent_type
0,0,3.527102237184959,0.0743931877057632,1.0589751635997875,9.71820072977926,5f35d6ae93a88f0023c8d644,-25.800385,59.60077,null_model_1
0,0,4.760123708463338,0.0227277880328202,4.681727491001411,9.652993767740238,5f35d61893a88f0023c8d60c,-54.8547642,117.7095284,null_model_1
0,0,4.161304628210061,0.0424091892165287,4.753630899181477,9.85617906092176,5f35d90b93a88f0023c8d8cf,-49.35832359999999,106.71664719999998,null_model_1
0,0,4.260632136028464,0.0418765449463306,4.987637812737374,4.471038611996793,5f35d77893a88f0023c8d690,-82.80270560000001,173.60541120000002,null_model_1
0,0,2.945740931487628,0.0392110934563926,2.5473713772139286,6.828807008274388,5f35d6bc93a88f0023c8d64b,-59.1125909,126.2251818,null_model_1
0,0,3.527102237184959,0.0743931877057632,1.0589751635997875,9.71820072977926,5f35d97e93a88f0023c8d9d4,-29.3430925,66.686185,null_model_1
0,0,3.527102237184959,0.0743931877057632,1.0589751635997875,9.71820072977926,5f35d72593a88f0023c8d671,-29.6896047,67.37920940000001,null_model_1
0,0,4.979793642335273,0.0029862894167936,3.007559466265806,8.98596274327531,5f35da4f93a88f0023c8dc28,-65.42531000000001,138.85062000000002,null_model_1
0,0,1.2876741203291686,0.2918627866118756,3.014038039393586,9.659330650197225,5f360ff993a88f0023c90904,-20.9938438,49.9876876,null_model_1
0,0,1.3855870061182496,0.0863047489840474,4.92564186301645,6.0950192577349664,5f362dee93a88f0023c91131,-59.6805805,127.361161,null_model_1
