,Unnamed: 0,exp_param,vm_param,pp_id,ll,AIC,agent_type
0,0,0.012276310500475,0.267242498270146,5f35d8b893a88f0023c8d833,-126.747921,257.49584200000004,lqr
0,0,0.0018204423219692,0.7922490445024344,5f35d71c93a88f0023c8d66e,-140.331833,284.663666,lqr
0,0,0.0083732854880978,2.4603880876802977,5f35db0b93a88f0023c8ded5,-102.374161,208.748322,lqr
0,0,0.0028228240368973,1.8328448454994093,5f35d83093a88f0023c8d771,-120.497075,244.99415,lqr
0,0,0.0075792679963722,1.3892604699971445,5f35d6b193a88f0023c8d648,-117.017228,238.034456,lqr
0,0,0.015615850997526,1.4574458270796653,5f35dab593a88f0023c8dda2,-110.12781,224.25562,lqr
0,0,0.0123288929049668,0.3706323803051159,5f35d85593a88f0023c8d7c5,-126.03482,256.06964,lqr
0,0,0.0050723434475319,1.2236411368891589,5f35d84893a88f0023c8d7af,-124.875453,253.750906,lqr
0,0,0.0359378555371064,2.6520590841620564,5f35d88193a88f0023c8d7ff,-85.889135,175.77827,lqr
0,0,0.0031201799239072,0.9812083219026811,5f35d80393a88f0023c8d729,-133.10499,270.20998,lqr
0,0,0.0039726798982256,1.329177869124798,5f35d5ea93a88f0023c8d5fd,-125.611775,255.22355,lqr
0,0,0.0010460708092495,2.1718522061814083,5f35d70093a88f0023c8d662,-126.650441,257.300882,lqr
0,0,0.001752772287167,3.768376811877277,5f35db0c93a88f0023c8deda,-106.777715,217.55543,lqr
0,0,0.0041786872608259,0.6122196083503073,5f35d62993a88f0023c8d613,-135.222762,274.445524,lqr
0,0,0.0029134674321475,1.788127357694026,5f35dc7593a88f0023c8e5d3,-121.119654,246.239308,lqr
0,0,0.0380952448330406,0.0830034596778439,5f35da6493a88f0023c8dc69,-116.128795,236.25759,lqr
0,0,0.0011363126744035,1.1912651119149131,5f35dba493a88f0023c8e193,-139.86941,283.73882,lqr
0,0,0.0073999280258,1.516230345252465,5f35d83993a88f0023c8d78b,-116.913295,237.82659,lqr
0,0,0.0043146181508774,1.219853766057517,5f35d82093a88f0023c8d751,-126.524209,257.048418,lqr
0,0,0.0025535990822733,0.7624778863177406,5f35d93793a88f0023c8d930,-137.961322,279.922644,lqr
0,0,0.0032888738823407,0.5577225900152172,5f35dae093a88f0023c8de20,-137.6976,279.3952,lqr
0,0,0.0029153889394117,1.1720433655418594,5f35d9ad93a88f0023c8da5b,-130.866668,265.733336,lqr
0,0,0.0019338044453249,1.1482745473644085,5f35dc9193a88f0023c8e6bd,-135.393435,274.78687,lqr
0,0,0.046944380467166,0.7388491411318565,5f35dcae93a88f0023c8e7a3,-109.146251,222.292502,lqr
0,0,0.004183747962993,1.3769149641958844,5f35d91293a88f0023c8d8e2,-125.137985,254.27597,lqr
0,0,0.021123588693351,4.123402611190907,5f35dafe93a88f0023c8de97,-80.697842,165.395684,lqr
0,0,0.0101369590291319,1.942769103155061,5f35db9193a88f0023c8e13f,-107.091613,218.183226,lqr
0,0,0.0181982008874231,0.6759785058052759,5f35d7f393a88f0023c8d71a,-118.965619,241.931238,lqr
0,0,0.0039017450690075,2.081647033457025,5f35d94f93a88f0023c8d95c,-115.35587,234.71174,lqr
0,0,0.0042821128777116,1.7750750314052044,5f35d72b93a88f0023c8d674,-118.626143,241.252286,lqr
0,0,0.0102991882651538,2.1295940564679605,5f35df1293a88f0023c8f3db,-104.439312,212.878624,lqr
0,0,0.003767545895268,0.5148763620140118,5f35d81193a88f0023c8d742,-136.096937,276.193874,lqr
0,0,0.0025227826862054,1.1622901087872128,5f35df8293a88f0023c8f57b,-132.586667,269.173334,lqr
0,0,0.0021060698820877,1.3339688136287564,5f35e00093a88f0023c8f758,-132.094768,268.189536,lqr
0,0,0.0039865570330526,0.2324091340891321,5f35e11793a88f0023c8fa8c,-138.192321,280.384642,lqr
