,Unnamed: 0,attention_cost,exp_param,step_size,vm_param,pp_id,ll,AIC,agent_type
0,0,2.116261342310976,0.0743931877057632,0.0221156863499203,9.71820072977926,5f35d6ae93a88f0023c8d644,-25.435835,58.87167,sparse_max_discrete
0,0,19.556315091984665,0.0127760006953867,1.4806798899491698,4.064020949829824,5f35d62693a88f0023c8d611,-83.145391,174.290782,sparse_max_discrete
0,0,2.807644769031796,0.2643285939348347,1.2274506922384083,1.7396213023580969,5f35d80893a88f0023c8d735,-79.738439,167.476878,sparse_max_discrete
0,0,1.9203258998596704,0.0377090972646434,0.0373030642875414,3.462008892878221,5f35d6af93a88f0023c8d646,-73.15795,154.3159,sparse_max_discrete
0,0,29.04581554975332,0.0163869770362645,0.7161935771935081,1.9602946488600048,5f35d65d93a88f0023c8d629,-95.469369,198.938738,sparse_max_discrete
0,0,1.7885955898035788,0.0181333867097313,0.1288960307408957,4.549335308563064,5f35d65893a88f0023c8d625,-86.538706,181.077412,sparse_max_discrete
0,0,23.281118406695345,0.0767840394084779,0.0056400224172561,3.439675906994355,5f35d60a93a88f0023c8d608,-71.936616,151.873232,sparse_max_discrete
0,0,25.4656132613924,0.0896247586878531,0.5333774348472051,1.6814501610280808,5f35d5ee93a88f0023c8d5fe,-88.42556,184.85112,sparse_max_discrete
0,0,14.060174382185632,0.0201643829754099,0.1488094734710507,6.9066550500706745,5f35d64293a88f0023c8d61c,-68.776797,145.553594,sparse_max_discrete
0,0,22.17178512500937,0.067872416689613,0.0141386503310925,2.651288101780052,5f35d5d093a88f0023c8d5f7,-80.346882,168.693764,sparse_max_discrete
0,0,28.94846052107502,0.0597450410803084,1.0247970224383982,2.2158420493412367,5f35d8e393a88f0023c8d887,-75.618746,159.237492,sparse_max_discrete
0,0,16.814025714735475,0.0135581439794513,0.0174907049643447,3.693252035985415,5f35d78293a88f0023c8d697,-80.64182,169.28364,sparse_max_discrete
0,0,7.915941109611748,0.0654528428527467,0.1137241162670448,6.699005179414784,5f35d73b93a88f0023c8d678,-52.332202,112.664404,sparse_max_discrete
0,0,19.646367738184328,0.1228887614322293,1.4435324245334749,3.127402369907365,5f35d74693a88f0023c8d67e,-67.881273,143.762546,sparse_max_discrete
0,0,16.791509461624273,0.0135434241789567,0.1079614195342301,9.67276330000272,5f35d76593a88f0023c8d688,-61.709365,131.41872999999998,sparse_max_discrete
0,0,0.5964040151938677,0.0271847758908415,0.0424597320311919,2.462110676030459,5f35d61893a88f0023c8d60c,-89.121289,186.242578,sparse_max_discrete
0,0,1.6670079775496338,0.0489454241344402,0.1935579512866364,9.204910010221072,5f35d72f93a88f0023c8d675,-51.548753,111.097506,sparse_max_discrete
0,0,4.402676724513391,0.093246256174029,0.2793903170665063,3.4556072704304777,5f35d7da93a88f0023c8d703,-83.417817,174.835634,sparse_max_discrete
0,0,1.3365563563428515,0.1083866349769868,0.338564007911782,7.129889803826766,5f35d64493a88f0023c8d61e,-50.894556,109.789112,sparse_max_discrete
0,0,2.471938741219329,0.6088207517282486,0.3971962772313911,3.4382855308290883,5f35d74293a88f0023c8d67c,-57.232621,122.465242,sparse_max_discrete
0,0,5.212090718810623,0.0272024429765677,0.3702449961443483,2.3016047906305404,5f35d67e93a88f0023c8d634,-100.119471,208.238942,sparse_max_discrete
