,Unnamed: 0,b,exp_param,n,vm_param,pp_id,ll,AIC,agent_type
0,0,4.475001623048974,0.1534513830552295,1.0663035316037366,1.1379635644740682,5f35dcae93a88f0023c8e7a3,-99.4921521,206.9843042,null_model_1
0,0,7.433497759707322,0.0189880873362804,4.973133496567739,3.976968656554999,5f35d91293a88f0023c8d8e2,-74.79430320000002,157.58860640000003,null_model_1
0,0,2.605053454896843,0.0134962434050158,2.39262241758338,7.842040982453264,5f35dafe93a88f0023c8de97,-53.1598075,114.319615,null_model_1
0,0,5.376422488627972,0.0351371190960087,1.1849321808486688,4.072175247476208,5f35db9193a88f0023c8e13f,-71.8641122,151.7282244,null_model_1
0,0,4.475001623048974,0.1534513830552295,1.0663035316037366,1.1379635644740682,5f35d7f393a88f0023c8d71a,-103.5245859,215.0491718,null_model_1
0,0,3.41491302382586,0.0074639022456391,3.651850868470229,1.9810649382864955,5f35d94f93a88f0023c8d95c,-112.8287177,233.6574354,null_model_1
0,0,1.974126558149984,0.0271847758908415,1.1132259520831784,2.462110676030459,5f35d72b93a88f0023c8d674,-92.6577185,193.315437,null_model_1
0,0,2.196269910029017,0.0100299888475918,4.033204885336259,3.258821526132233,5f35df1293a88f0023c8f3db,-96.0294693,200.0589386,null_model_1
0,0,1.974126558149984,0.0271847758908415,1.1132259520831784,2.462110676030459,5f35d81193a88f0023c8d742,-102.8963777,213.7927554,null_model_1
0,0,1.9911583716465429,0.0146066383986851,1.0074072776359149,8.273933190688536,5f35df8293a88f0023c8f57b,-64.5971222,137.1942444,null_model_1
0,0,2.134427143724345,0.0398850572669285,4.830758962012531,2.231993447002314,5f35e00093a88f0023c8f758,-87.34654809999999,182.6930962,null_model_1
0,0,6.880855317840167,0.0464533438319234,2.4559030233167367,0.9194347527311808,5f35e11793a88f0023c8fa8c,-115.25314240000004,238.5062848000001,null_model_1
0,0,1.0444320272381065,0.1009213957879039,4.036700885433055,1.7226268184702165,5f35dfdb93a88f0023c8f6da,-83.9586664,175.9173328,null_model_1
0,0,1.974126558149984,0.0271847758908415,1.1132259520831784,2.462110676030459,5f35df8793a88f0023c8f599,-83.38485849999999,174.769717,null_model_1
0,0,4.548385557693615,0.0235789229476362,3.5474307636789155,2.5042547116936262,5f35e09e93a88f0023c8f979,-87.35055700000001,182.701114,null_model_1
0,0,1.1382195886114834,0.0281125714274349,2.04675625994435,5.382213427741687,5f35e0a193a88f0023c8f986,-72.73969220000001,153.4793844,null_model_1
0,0,4.475001623048974,0.1534513830552295,1.0663035316037366,1.1379635644740682,5f35e37d93a88f0023c8ffdc,-104.531176,217.062352,null_model_1
0,0,13.967285238133485,0.0033330874976612,1.0102586485178988,0.9190145773865666,5f35e94193a88f0023c905da,-127.7702058,263.5404116,null_model_1
0,0,11.316742188539957,0.001,3.6816180348097935,3.1219782612811384,5f35e70693a88f0023c90462,-283.222998,574.445996,null_model_1
0,0,12.215395647502037,0.0133422420910501,2.7662105801359047,1.4425879044309764,5f35e76793a88f0023c90491,-105.0195526,218.0391052,null_model_1
0,0,1.5520061256525042,0.0066153437398699,1.8361951209875904,1.6025706494805148,5f35e93693a88f0023c905d9,-118.0247523,244.0495046,null_model_1
0,0,2.273018055517547,0.001,3.777356252255369,2.636711593560404,5f360ea493a88f0023c908e6,-118.47965270000002,244.95930540000003,null_model_1
0,0,1.8723073827434005,0.0057735506680641,4.152000279176033,1.862714034851092,5f360f4693a88f0023c908ef,-116.1633825,240.326765,null_model_1
0,0,4.419512946706218,0.0428356927296962,1.1975855385332572,1.5045502836766345,5f360ee993a88f0023c908e8,-104.9288315,217.857663,null_model_1
0,0,4.419512946706218,0.0428356927296962,1.1975855385332572,1.5045502836766345,5f360eea93a88f0023c908e9,-88.1074528,184.2149056,null_model_1
0,0,1.974126558149984,0.0271847758908415,1.1132259520831784,2.462110676030459,5f3610a993a88f0023c90912,-89.3845488,186.7690976,null_model_1
0,0,2.056574327507359,0.015565188911369,2.150895735421229,3.07424563593371,5f36121793a88f0023c9095f,-83.48016000000001,174.96032000000002,null_model_1
0,0,1.974126558149984,0.0271847758908415,1.1132259520831784,2.462110676030459,5f3612ca93a88f0023c909a0,-94.5291588,197.0583176,null_model_1
0,0,1.974126558149984,0.0271847758908415,1.1132259520831784,2.462110676030459,5f360f1993a88f0023c908ea,-85.4902006,178.9804012,null_model_1
0,0,1.974126558149984,0.0271847758908415,1.1132259520831784,2.462110676030459,5f36107b93a88f0023c9090e,-97.4017744,202.8035488,null_model_1
0,0,36.51482287824931,0.0050126880746561,1.02892672651737,2.355984759431456,5f36101b93a88f0023c90907,-104.54195869999998,217.0839174,null_model_1
0,0,1.713867856403255,0.2159943770078331,1.469507681252519,7.674235177414532,5f360ff993a88f0023c90904,-48.5345099,105.0690198,null_model_1
0,0,2.58973391379146,0.0393875664001068,3.5726237102961766,2.3303605512842807,5f361ea793a88f0023c90f71,-88.2408279,184.4816558,null_model_1
0,0,8.027729384842,0.079308512955093,1.0733305716520292,0.6672499763935646,5f361f5693a88f0023c90f72,-104.7380609,217.4761218,null_model_1
0,0,6.942217324943894,0.0106491771637756,2.769877587054533,2.0770251677335603,5f3626b693a88f0023c91063,-95.81464739999998,199.6292948,null_model_1
0,0,1.713867856403255,0.2159943770078331,1.469507681252519,7.674235177414532,5f362fb593a88f0023c91191,-41.6356627,91.2713254,null_model_1
0,0,3.630705061359244,0.0513916773127442,4.880758508979745,2.910522720804778,5f362dee93a88f0023c91131,-80.6041209,169.2082418,null_model_1
