,Unnamed: 0,attention_cost,exp_param,step_size,vm_param,weighting,pp_id,pp_closeness,pp_final_reached,ll,AIC,agent_type
0,0,2.712291470843958,0.1298470081581338,0.15789378999418036,1.7272746332288005,0.4,5f35d60393a88f0023c8d605,28.406387655193353,1,-81.95441639432954,171.90883278865908,sparse_least_squares
0,0,12.272724957505796,0.2696231301904332,0.10801805275465493,4.181361337253158,0.4,5f35d73d93a88f0023c8d679,39.410374140687814,1,-72.50360804651962,153.00721609303923,sparse_least_squares
0,0,9.681803919718595,0.05095880716164989,0.16549828786208848,9.846372918722793,0.4,5f35d76793a88f0023c8d689,164.4143979609606,0,-48.503078938962034,105.00615787792408,sparse_least_squares
0,0,0.891498379904484,0.10566440240173623,0.01536660289462577,4.010887305872548,0.4,5f35d90b93a88f0023c8d8cf,235.945438092196,0,-58.502311158593166,125.00462231718636,sparse_least_squares
0,0,17.985696695584473,0.05045403352682843,0.8385847511293767,5.05316403389363,0.4,5f35d73993a88f0023c8d677,52.64516082850178,1,-74.62012835677795,157.2402567135559,sparse_least_squares
0,0,0.5964040151938677,0.027184775890841558,0.04245973203119191,2.462110676030459,0.4,5f35d77893a88f0023c8d690,174.96737833106832,0,-93.29694403461887,194.59388806923775,sparse_least_squares
0,0,15.769692226053474,0.047401719213730785,0.008086874947998368,9.683700634068108,0.4,5f35d77893a88f0023c8d691,275.42401039405524,0,-52.59096617153148,113.18193234306295,sparse_least_squares
0,0,16.873919573040446,0.025217325317553132,0.17148786125495544,4.769225339333486,0.4,5f35d63393a88f0023c8d617,106.85789685333776,0,-69.83570706608629,147.67141413217257,sparse_least_squares
0,0,23.62655518957521,0.1074772929120123,1.4785632355697818,1.7716116443841734,0.4,5f35d79b93a88f0023c8d6aa,131.43366674698626,0,-87.75992274098543,183.51984548197086,sparse_least_squares
0,0,7.5483413343669294,0.04024788742774919,0.0278630532689102,6.0570400065577665,0.4,5f35d63193a88f0023c8d616,159.26173744655227,0,-65.579487584107,139.158975168214,sparse_least_squares
0,0,11.295299243758151,0.03724513500912472,0.05355978099640124,9.151956511690864,0.4,5f35d65393a88f0023c8d623,385.71420745147003,0,-61.44606383304905,130.8921276660981,sparse_least_squares
0,0,9.150828353527446,0.0452012880291322,0.025274027515784392,2.8256443733909338,0.4,5f35d6f793a88f0023c8d65f,104.07925431894628,0,-75.59813297913196,159.19626595826392,sparse_least_squares
0,0,8.633260157590463,0.1308985435461594,0.029050436805445605,6.788355329398908,0.4,5f35da2c93a88f0023c8db97,150.89024150701798,0,-51.16156171168826,110.32312342337652,sparse_least_squares
0,0,18.47578093190307,0.03382305645965709,0.03297386371918226,9.39688854643384,0.4,5f35d6bc93a88f0023c8d64b,230.3204442656957,0,-38.0558572088138,84.1117144176276,sparse_least_squares
0,0,1.7260245172435051,0.010685524917026451,0.017739659704068045,4.097113928184032,0.4,5f35d7f093a88f0023c8d716,476.078879975256,0,-81.96426601604225,171.9285320320845,sparse_least_squares
0,0,18.017798942546197,0.06714452608271829,0.04467703305813825,4.986559343796264,0.4,5f35d7d693a88f0023c8d6f7,131.3900692937105,0,-64.42346602808593,136.84693205617182,sparse_least_squares
0,0,30.0,0.001,0.0,5.380007754493513,0.4,5f35d72493a88f0023c8d66f,843.9582223228598,0,-97.58938703085664,203.17877406171328,sparse_least_squares
0,0,21.987163210893574,0.04836322942894939,0.06890010615598091,9.535534615692496,0.4,5f35d7fa93a88f0023c8d725,273.84522427404244,0,-54.232610880186186,116.46522176037242,sparse_least_squares
0,0,0.5964040151938677,0.027184775890841558,0.04245973203119191,2.462110676030459,0.4,5f35d86c93a88f0023c8d7e9,197.06956341604172,0,-100.86015823993314,209.72031647986637,sparse_least_squares
0,0,12.829952990908925,0.10034112235267363,0.17255251807536934,3.7340713173719533,0.4,5f35d79293a88f0023c8d6a1,41.82195257856925,1,-66.01800172317252,140.03600344634503,sparse_least_squares
0,0,1.1995549807447414,0.021946142009159758,0.07696100199493061,8.546147195455871,0.4,5f35d97e93a88f0023c8d9d4,185.30465731899952,0,-37.50263533156575,83.0052706631315,sparse_least_squares
0,0,18.995648237824426,0.0572001047613319,0.03156435249891787,9.06329271995794,0.4,5f35d72593a88f0023c8d671,445.0040781298964,0,-48.7758883657041,105.5517767314082,sparse_least_squares
0,0,11.070452685906552,0.04229937026151877,0.011463213683177542,5.27125815172112,0.4,5f35d7d393a88f0023c8d6f4,112.97545451411341,0,-69.46704178374085,146.93408356748168,sparse_least_squares
0,0,1.0096878778627991,0.03617948366761525,0.0330844877675468,6.4486198165571205,0.4,5f35d90c93a88f0023c8d8d0,327.9428576597326,0,-57.160390752728176,122.32078150545635,sparse_least_squares
0,0,2.246902364600079,0.001,0.05611673456387661,9.014369757473961,0.4,5f35da4f93a88f0023c8dc28,3165.8163662607353,0,-69.86001381242757,147.7200276248551,sparse_least_squares
0,0,4.976351874668275,0.017262360308262392,0.010123255824942334,1.83385418263873,0.4,5f35d8b893a88f0023c8d833,54.64007235305286,1,-108.9156352155877,225.8312704311754,sparse_least_squares
0,0,2.746624455514532,0.07954866779056571,0.035038750835984844,3.4538049973618685,0.4,5f35d71c93a88f0023c8d66e,188.60667379676204,0,-77.54641328427705,163.0928265685541,sparse_least_squares
0,0,23.138764104038433,0.030856668748009318,0.027766931485502574,2.314916171238956,0.4,5f35db0b93a88f0023c8ded5,111.20259802358368,0,-80.06217490815783,168.12434981631566,sparse_least_squares
0,0,22.566780381610943,0.022326688958798115,0.046931503883793024,6.589538178709328,0.4,5f35d83093a88f0023c8d771,205.16981533018088,0,-72.06387631933134,152.12775263866268,sparse_least_squares
0,0,11.581893765441613,0.041748560878681264,0.006840212427892289,5.452538854505357,0.4,5f35d6b193a88f0023c8d648,104.72457741614443,0,-64.99479955296678,137.98959910593356,sparse_least_squares
0,0,15.501190793028364,0.0320659783800923,0.8567636087793502,1.804685089951156,0.4,5f35dab593a88f0023c8dda2,53.70102352542432,1,-90.24877823268946,188.49755646537886,sparse_least_squares
0,0,17.172153373039478,0.04580048925449904,1.1806744344837512,1.8960594781829652,0.4,5f35d85593a88f0023c8d7c5,100.13280462164721,0,-88.78570636211502,185.57141272423004,sparse_least_squares
0,0,2.0935793551262556,0.042835692729696284,0.07409457694997146,1.5045502836766345,0.4,5f35d84893a88f0023c8d7af,99.20235008802952,0,-97.29847027943144,202.59694055886283,sparse_least_squares
0,0,16.849542357021765,0.022406463798354176,0.06523156069387331,5.55130333194158,0.4,5f35d88193a88f0023c8d7ff,160.59755275934646,0,-68.35296540500525,144.70593081001047,sparse_least_squares
0,0,7.742983230646001,0.06431064004762484,0.01217660863094594,9.939468688880224,0.4,5f35d80393a88f0023c8d729,148.5731485796739,0,-46.785864729737206,101.57172945947441,sparse_least_squares
0,0,11.275649549595512,0.02567371454400089,0.1172293369391687,5.957905138749001,0.4,5f35d5ea93a88f0023c8d5fd,230.14705594921398,0,-63.86173624047764,135.72347248095528,sparse_least_squares
0,0,25.40370185452509,0.03580540785341114,0.018575451545492283,4.078176660040293,0.4,5f35d70093a88f0023c8d662,359.81358945359057,0,-76.90500385896019,161.81000771792037,sparse_least_squares
0,0,4.703741839382528,0.01955762597523211,0.1050332155788335,4.863451109370319,0.4,5f35db0c93a88f0023c8deda,432.2412468321983,0,-84.70945697969546,177.41891395939092,sparse_least_squares
0,0,5.0747751668912455,0.0035944970369373875,0.06947888278980535,0.9359852260084024,0.4,5f35d62993a88f0023c8d613,292.64921125520766,0,-120.49057097334914,248.98114194669827,sparse_least_squares
0,0,5.91172256576935,0.02665553557389589,0.0894465919242835,2.631407159603466,0.4,5f35dc7593a88f0023c8e5d3,305.6370131936984,0,-86.09072561413815,180.1814512282763,sparse_least_squares
0,0,14.03819035848093,0.07113488986017781,0.08764923337217845,1.5625591182502196,0.4,5f35da6493a88f0023c8dc69,29.93046325631823,1,-91.65635232891165,191.3127046578233,sparse_least_squares
0,0,7.923397810828799,0.001,0.5360918163110654,3.808010530857746,0.4,5f35dba493a88f0023c8e193,681.8643072419253,0,-107.13290087964565,222.26580175929126,sparse_least_squares
0,0,17.231929349542337,0.02069926617862555,0.07259180198386589,2.544823177551085,0.4,5f35d83993a88f0023c8d78b,107.81637910168864,0,-97.39067606564691,202.78135213129383,sparse_least_squares
0,0,7.713548813465887,0.11178040944328516,0.2894440980286693,4.995841706788861,0.4,5f35d82093a88f0023c8d751,129.82261914712657,0,-61.95917830956546,131.91835661913092,sparse_least_squares
0,0,19.81795067785796,0.09054106822853454,0.3161564131305281,5.028243835184045,0.4,5f35d93793a88f0023c8d930,188.9506763568919,0,-65.93751588481915,139.8750317696383,sparse_least_squares
0,0,3.389487478613256,0.004489547270189074,0.8164554931860415,1.017265436038748,0.4,5f35dae093a88f0023c8de20,384.6775664133278,1,-123.59183221655807,255.18366443311615,sparse_least_squares
0,0,30.0,0.03,0.0,2.0,0.4,5f35d9ad93a88f0023c8da5b,150.89094208334248,0,-101.377521085399,210.755042170798,sparse_least_squares
0,0,11.350394267210385,0.027031859592822484,0.06017451354508053,3.872364970815109,0.4,5f35dc9193a88f0023c8e6bd,232.76158336895008,0,-74.8209019593845,157.641803918769,sparse_least_squares
0,0,2.712291470843958,0.1298470081581338,0.15789378999418036,1.7272746332288005,0.4,5f35dcae93a88f0023c8e7a3,13.657125703433302,1,-86.07347813765631,180.14695627531262,sparse_least_squares
0,0,17.203730795749347,0.028310490982541694,0.03772882193274996,6.3797587433868,0.4,5f35d91293a88f0023c8d8e2,151.68752966099495,0,-61.81086878644868,131.62173757289736,sparse_least_squares
0,0,21.325954836873862,0.03381475447553811,0.11629169849422955,7.501250676182512,0.4,5f35dafe93a88f0023c8de97,168.70672124187158,0,-56.91499199229528,121.82998398459056,sparse_least_squares
0,0,3.697167426506361,0.08603699380083991,0.060594422187741415,6.914508365719186,0.4,5f35db9193a88f0023c8e13f,103.657457852632,0,-55.07375649927383,118.14751299854765,sparse_least_squares
0,0,3.761174131282625,0.0694778170790495,0.06585067976993675,2.0194143361391137,0.4,5f35d7f393a88f0023c8d71a,23.76655029375381,1,-93.3079196967719,194.6158393935438,sparse_least_squares
0,0,25.80522518647977,0.011330334309038778,0.00842753809067237,1.883742662735001,0.4,5f35d94f93a88f0023c8d95c,396.44821897542414,0,-101.91377243465159,211.82754486930318,sparse_least_squares
0,0,16.00931214448738,0.017649899632301545,0.025552494526340674,3.0029542190913383,0.4,5f35d72b93a88f0023c8d674,169.67132920998947,0,-88.52337039795376,185.0467407959075,sparse_least_squares
0,0,8.495456474075331,0.02024336794164068,0.017878022745316413,2.7122908032101307,0.4,5f35df1293a88f0023c8f3db,256.94542066810584,0,-87.2891424206299,182.5782848412598,sparse_least_squares
0,0,30.0,0.03,0.0,2.0,0.4,5f35d81193a88f0023c8d742,296.80689585793215,0,-98.55000212647221,205.10000425294442,sparse_least_squares
0,0,16.791509461624273,0.013543424178956737,0.10796141953423016,9.672763300002721,0.4,5f35df8293a88f0023c8f57b,170.61256443207472,0,-51.620277818074705,111.24055563614941,sparse_least_squares
0,0,30.0,0.03,0.0,2.0,0.4,5f35e00093a88f0023c8f758,187.5256135427092,0,-88.61988889170513,185.23977778341026,sparse_least_squares
0,0,9.64944436808333,0.7804221347826389,0.2186781468221656,2.448806387618836,0.4,5f35e11793a88f0023c8fa8c,103.86778248884201,0,-90.86214674624864,189.72429349249734,sparse_least_squares
0,0,30.0,0.03,0.0,2.0,0.4,5f35dfdb93a88f0023c8f6da,75.59672999764385,0,-92.12487216985019,192.24974433970038,sparse_least_squares
0,0,16.823938701981564,0.04132569897397384,0.1285365846829048,2.8437000706579605,0.4,5f35df8793a88f0023c8f599,157.053288115355,0,-76.386575098278,160.773150196556,sparse_least_squares
0,0,2.6331352568928064,0.3383797148708275,0.11472526225362867,6.083472550853614,0.4,5f35e09e93a88f0023c8f979,87.79268257698453,1,-80.35962854732549,168.71925709465097,sparse_least_squares
0,0,24.67481673151769,0.04120887941622127,0.08832638560353234,4.828249103228459,0.4,5f35e0a193a88f0023c8f986,113.22971778829664,0,-75.93707504690856,159.87415009381715,sparse_least_squares
0,0,2.712291470843958,0.1298470081581338,0.15789378999418036,1.7272746332288005,0.4,5f35e37d93a88f0023c8ffdc,21.433209354941162,1,-98.66662869915405,205.3332573983081,sparse_least_squares
0,0,11.445343962451991,0.010581524064404636,0.02104108424548634,2.1124675941486992,0.4,5f35e94193a88f0023c905da,258.265503707658,0,-108.34663960399092,224.69327920798185,sparse_least_squares
0,0,5.2179499458416645,0.001,0.0,3.820182205297812,0.4,5f35e70693a88f0023c90462,11609.251031912714,0,-191.3696602578529,390.7393205157058,sparse_least_squares
0,0,6.195954427012836,0.01781522632111326,0.09390866649237573,2.5768243177620254,0.4,5f35e76793a88f0023c90491,205.1409350472987,1,-96.44308900619195,200.8861780123839,sparse_least_squares
0,0,29.05728685147654,0.009326471841057546,0.616280666184644,1.9177312149312689,0.4,5f35e93693a88f0023c905d9,319.2654754677141,0,-104.89807228547676,217.79614457095352,sparse_least_squares
0,0,12.999323529361615,0.001,0.0,2.5303559906307203,0.4,5f360ea493a88f0023c908e6,604.4119076611088,0,-119.74752843843024,247.4950568768605,sparse_least_squares
0,0,10.123426864994117,0.012180466333245876,1.3656876494273018,3.5035173946612663,0.4,5f360f4693a88f0023c908ef,245.5352436056649,0,-103.47161131496138,214.94322262992281,sparse_least_squares
0,0,4.402676724513392,0.093246256174029,0.2793903170665064,3.4556072704304777,0.4,5f360ee993a88f0023c908e8,46.96771053314989,1,-87.00160689092412,182.00321378184825,sparse_least_squares
