,Unnamed: 0,exp_param,step_size,vm_param,pp_id,ll,AIC,agent_type
0,0,0.0348539949968045,0.4670721257799479,1.6522580565047562,5f35d67e93a88f0023c8d634,-106.858626,219.717252,hill_climbing
0,0,0.0473489460297035,0.5008461802199364,5.096943481001174,5f35d78493a88f0023c8d69f,-69.231238,144.462476,hill_climbing
0,0,0.0056084934082181,0.7773310891345282,1.4898585440272116,5f35d7a693a88f0023c8d6b2,-116.95121,239.90242,hill_climbing
0,0,0.03,0.0,2.0,5f35d6aa93a88f0023c8d642,-107.553252,221.106504,hill_climbing
0,0,0.0149437235465498,0.4189300202624101,3.9375211827934544,5f35d68993a88f0023c8d637,-90.850589,187.701178,hill_climbing
0,0,0.0323502194223241,0.2940513970775777,1.92472442503703,5f35d71a93a88f0023c8d66c,-95.921933,197.843866,hill_climbing
0,0,0.0608849589752342,0.0,1.667852880192031,5f35d60393a88f0023c8d605,-84.105724,174.211448,hill_climbing
0,0,0.1739274105894055,0.2104405804635736,3.5938259006700424,5f35d73d93a88f0023c8d679,-62.491959,130.98391800000002,hill_climbing
0,0,0.0941216111574409,0.2657383864275714,9.932664390738026,5f35d76793a88f0023c8d689,-42.525976,91.051952,hill_climbing
0,0,0.0379084065244099,0.2001869984828024,9.581036250682738,5f35d90b93a88f0023c8d8cf,-47.26642,100.53284,hill_climbing
0,0,0.0810959839602332,0.6350483432882582,3.1118504739545183,5f35d73993a88f0023c8d677,-76.332057,158.664114,hill_climbing
0,0,0.0566427142993925,0.4407937282058162,3.560164860311865,5f35d77893a88f0023c8d690,-78.293759,162.587518,hill_climbing
0,0,0.044670078193981,0.517798595294994,5.185983493944932,5f35d77893a88f0023c8d691,-69.744089,145.488178,hill_climbing
0,0,0.0326396775663091,0.1678133205411634,3.547813191748277,5f35d63393a88f0023c8d617,-75.652129,157.304258,hill_climbing
0,0,0.0685060974007501,0.450553787754964,2.019613367195159,5f35d79b93a88f0023c8d6aa,-86.232936,178.465872,hill_climbing
0,0,0.1157788726766835,0.2691819907818397,4.985299895326525,5f35d63193a88f0023c8d616,-58.892411,123.784822,hill_climbing
0,0,0.0175593070180332,0.1706945346711102,6.517892760100904,5f35d65393a88f0023c8d623,-70.914836,147.829672,hill_climbing
0,0,0.0879662436258879,0.4470903544567652,8.753296075530237,5f35d6f793a88f0023c8d65f,-48.605131,103.210262,hill_climbing
0,0,0.184205602177906,0.2014469516253884,9.991138319686089,5f35da2c93a88f0023c8db97,-20.767562,47.535124,hill_climbing
0,0,0.0448850024112301,0.0285851651032533,7.845504657181693,5f35d6bc93a88f0023c8d64b,-57.890678,121.781356,hill_climbing
0,0,0.0135073532673164,0.1137468634095487,5.6238754513559766,5f35d7f093a88f0023c8d716,-79.130436,164.260872,hill_climbing
0,0,0.063507730156772,0.1432781570131798,9.918512328784765,5f35d7d693a88f0023c8d6f7,-52.065829,110.131658,hill_climbing
0,0,0.0032210594456086,0.0282565996057612,2.4696088805483174,5f35d72493a88f0023c8d66f,-116.078935,238.15787,hill_climbing
0,0,0.0335507034346405,0.2711949395717533,9.746957920261286,5f35d7fa93a88f0023c8d725,-41.157023,88.314046,hill_climbing
0,0,0.0123285490548554,0.0924445657112301,2.354679935015367,5f35d86c93a88f0023c8d7e9,-99.622774,205.245548,hill_climbing
0,0,0.1661199904555667,0.2633308042217715,9.976403417627909,5f35d79293a88f0023c8d6a1,-36.970035,79.94007,hill_climbing
0,0,0.0965607262971303,0.0731841725891806,9.994030642174009,5f35d97e93a88f0023c8d9d4,-27.143843,60.287686,hill_climbing
0,0,0.0638456166053366,0.0378144108126833,9.970675989160164,5f35d72593a88f0023c8d671,-28.880549,63.761098,hill_climbing
0,0,0.0283625759931271,0.1228555179784021,9.835170778226972,5f35d7d393a88f0023c8d6f4,-44.357777,94.715554,hill_climbing
0,0,0.0269444927088839,0.1907192818151413,6.315747400428517,5f35d90c93a88f0023c8d8d0,-67.143088,140.286176,hill_climbing
0,0,0.0030522718676382,0.0403424239131638,9.327167683404284,5f35da4f93a88f0023c8dc28,-65.217576,136.435152,hill_climbing
0,0,0.0261055196445497,0.0764537753589025,1.7882780802243203,5f35d8b893a88f0023c8d833,-98.394792,202.789584,hill_climbing
0,0,0.0731043191875503,0.7024098721647122,1.6796453784657694,5f35d71c93a88f0023c8d66e,-90.792027,187.584054,hill_climbing
0,0,0.0263090914914315,0.1657951097583073,7.850818504195684,5f35db0b93a88f0023c8ded5,-63.610365,133.22073,hill_climbing
0,0,0.0207525861746613,0.2161248942521445,1.846270095142582,5f35d83093a88f0023c8d771,-101.284636,208.569272,hill_climbing
0,0,0.0404143141491884,0.0,2.239404829808729,5f35d6b193a88f0023c8d648,-89.235115,184.47023,hill_climbing
0,0,0.0455073266662169,0.1612411936591393,2.257093386078547,5f35dab593a88f0023c8dda2,-89.877886,185.755772,hill_climbing
0,0,0.0542712457764684,0.0,2.1033823964243195,5f35d85593a88f0023c8d7c5,-85.492437,176.984874,hill_climbing
0,0,0.0275182035168283,0.0003209316970774,4.350224860253701,5f35d84893a88f0023c8d7af,-80.892291,167.784582,hill_climbing
0,0,0.0864316934494792,0.2205099488520845,9.99282986338716,5f35d88193a88f0023c8d7ff,-34.569793,75.139586,hill_climbing
0,0,0.1224692059461091,0.3623737405485975,7.438908266685887,5f35d80393a88f0023c8d729,-49.783857,105.567714,hill_climbing
0,0,0.0195576259752321,0.1050332155788335,4.863451109370319,5f35d5ea93a88f0023c8d5fd,-72.817453,151.634906,hill_climbing
0,0,0.0744755654098459,0.1657921599748025,4.004374532523654,5f35d70093a88f0023c8d662,-73.427905,152.85581,hill_climbing
0,0,0.0129803363369482,0.0621322987680274,5.260286871487757,5f35db0c93a88f0023c8deda,-79.44218,164.88436,hill_climbing
0,0,0.0091106085729195,0.1178824837805636,2.079486609024656,5f35d62993a88f0023c8d613,-106.054724,218.109448,hill_climbing
0,0,0.0142095028881096,0.335491309926742,1.566211923298385,5f35dc7593a88f0023c8e5d3,-108.045742,222.091484,hill_climbing
0,0,0.0925106880486886,0.3092194196521806,2.995377605581756,5f35da6493a88f0023c8dc69,-73.550846,153.101692,hill_climbing
0,0,0.00258179398808,0.7891143467835899,1.8642401090566607,5f35dba493a88f0023c8e193,-124.898099,255.796198,hill_climbing
0,0,0.0268519972439225,0.6772934974198404,3.3712341657265066,5f35d83993a88f0023c8d78b,-81.042351,168.084702,hill_climbing
0,0,0.1089233762142921,0.3420854308868665,9.97790177921517,5f35d82093a88f0023c8d751,-42.796757,91.593514,hill_climbing
0,0,0.03,0.0,2.0,5f35d93793a88f0023c8d930,-89.596581,185.193162,hill_climbing
0,0,0.001,0.0,1.984092929271468,5f35dae093a88f0023c8de20,-122.943838,251.887676,hill_climbing
0,0,0.0250293849131859,0.4299750685988836,2.309829035298959,5f35d9ad93a88f0023c8da5b,-94.331584,194.663168,hill_climbing
0,0,0.0233606316339105,0.1919399324108942,1.782305558372449,5f35dc9193a88f0023c8e6bd,-99.91573,205.83146,hill_climbing
0,0,0.1035396010402973,0.3659646654720282,1.3878453088615716,5f35dcae93a88f0023c8e7a3,-91.379537,188.759074,hill_climbing
0,0,0.0432776080087192,0.4168321125948124,9.30799144591256,5f35d91293a88f0023c8d8e2,-50.687604,107.375208,hill_climbing
0,0,0.0260262788945474,0.0286595289824166,9.35906631104484,5f35dafe93a88f0023c8de97,-55.595304,117.190608,hill_climbing
0,0,0.0691644287123786,0.3635501744933329,10.0,5f35db9193a88f0023c8e13f,-36.59774,79.19548,hill_climbing
0,0,0.1459110581096661,0.3038840871298609,2.188759614764668,5f35d7f393a88f0023c8d71a,-77.428362,160.856724,hill_climbing
0,0,0.0165286377705158,4.4440464717342854e-09,7.659359961978118,5f35d94f93a88f0023c8d95c,-69.930023,145.860046,hill_climbing
0,0,0.0167051701555142,0.5262857751846164,3.161303285685696,5f35d72b93a88f0023c8d674,-91.407876,188.815752,hill_climbing
0,0,0.0123802610800202,0.002816311496245,3.5879216859241057,5f35df1293a88f0023c8f3db,-87.505791,181.011582,hill_climbing
0,0,0.0164838374715706,0.175592576633866,3.739081268100693,5f35d81193a88f0023c8d742,-84.930557,175.861114,hill_climbing
0,0,0.0581973985859207,0.1921057672846853,5.206799154955451,5f35df8293a88f0023c8f57b,-63.818747,133.637494,hill_climbing
0,0,0.0832012885321202,0.068315482459394,3.2723283851258933,5f35e00093a88f0023c8f758,-70.671647,147.343294,hill_climbing
0,0,0.0686245388136912,0.0,4.65883507835096,5f35e11793a88f0023c8fa8c,-73.185882,152.371764,hill_climbing
0,0,0.0389802675957833,0.0039075733512508,2.634501399360487,5f35dfdb93a88f0023c8f6da,-82.57656,171.15312,hill_climbing
0,0,0.0436347788125195,0.3481068880223981,3.233742780503568,5f35df8793a88f0023c8f599,-78.231002,162.462004,hill_climbing
0,0,0.0783013543112442,0.3007739195315643,3.852763388775963,5f35e09e93a88f0023c8f979,-68.351929,142.703858,hill_climbing
0,0,0.0248226833913756,0.3450076342284573,2.404749711653165,5f35e0a193a88f0023c8f986,-87.832688,181.665376,hill_climbing
0,0,0.1060201786267519,0.6356454578725867,2.701867416447388,5f35e37d93a88f0023c8ffdc,-76.653093,159.306186,hill_climbing
0,0,0.011925064257825,0.4787166685758966,2.660932837747912,5f35e94193a88f0023c905da,-98.841569,203.683138,hill_climbing
0,0,0.001,0.0,3.048282202485567,5f35e70693a88f0023c90462,-195.387401,396.774802,hill_climbing
0,0,0.0311755509806669,0.2099697167353767,3.895779786304664,5f35e76793a88f0023c90491,-77.646617,161.293234,hill_climbing
0,0,0.0094879896657229,0.684454909408379,1.7304183985904908,5f35e93693a88f0023c905d9,-110.870636,227.741272,hill_climbing
0,0,0.0019494807245273,0.8035886233911227,2.6894695076494224,5f360ea493a88f0023c908e6,-117.969782,241.939564,hill_climbing
0,0,0.0078329272313368,0.4965715976958667,1.8494658732225688,5f360f4693a88f0023c908ef,-104.729203,215.458406,hill_climbing
0,0,0.064844318437663,0.0,2.609881596868278,5f360ee993a88f0023c908e8,-72.795627,151.591254,hill_climbing
0,0,0.0987898133983345,0.1963581118702788,4.911100622911911,5f360eea93a88f0023c908e9,-60.123781,126.247562,hill_climbing
0,0,0.0165074750517513,0.0,3.930824317591808,5f3610a993a88f0023c90912,-81.728245,169.45649,hill_climbing
0,0,0.0229372752164395,0.1547082294409038,3.417163160974936,5f36121793a88f0023c9095f,-73.529383,153.058766,hill_climbing
0,0,0.0390298139332075,0.3050684049740063,4.523738588408035,5f3612ca93a88f0023c909a0,-75.031568,156.063136,hill_climbing
0,0,0.0490138171131605,0.1279727829663047,9.709591740771414,5f360f1993a88f0023c908ea,-48.737416,103.474832,hill_climbing
0,0,0.03,0.0,2.0,5f36107b93a88f0023c9090e,-87.674133,181.348266,hill_climbing
0,0,0.0058646412918193,0.0744656795493303,2.939080993061112,5f36101b93a88f0023c90907,-100.834267,207.668534,hill_climbing
0,0,0.4008052574321525,0.0286822540497352,9.905627550944743,5f360ff993a88f0023c90904,-14.076028,34.152056,hill_climbing
0,0,0.0894357825499842,0.2898705178370911,4.729802934515593,5f361ea793a88f0023c90f71,-62.907733,131.815466,hill_climbing
0,0,0.1125625758317748,0.76104278755815,1.7069423880912904,5f361f5693a88f0023c90f72,-85.284212,176.568424,hill_climbing
0,0,0.0196939064451033,0.6876950294958835,2.834169540684256,5f3626b693a88f0023c91063,-88.192737,182.385474,hill_climbing
0,0,0.0519413823740388,0.0,9.103635901417892,5f362fb593a88f0023c91191,-53.436685,112.87337,hill_climbing
0,0,0.09019321704495,0.5483243353440038,6.835885031631069,5f362dee93a88f0023c91131,-54.826426,115.652852,hill_climbing
