,closeness,condition,endogenous,exogenous_input,final_goal_distance,final_reached,id,input_cost,pp_id,seconds,total_cost
37,85.51847753555953,53,"[72.0, 3.0, 46.0, 2.1000000000000227, 0.0]","[0.0, 0.0, 0.0, 20.0]",85.51847753555953,0.0,37.0,4.0,5f35d6af93a88f0023c8d646,11.931,7336.729999999999
38,54.58287277159384,53,"[54.0, 3.0, 1.0, 7.300000000000023, 0.0]","[0.0, 0.0, -9.0, 0.0]",54.58287277159384,0.0,38.0,0.81,5f35d6af93a88f0023c8d646,11.986,3003.4200000000005
39,55.51801509420164,53,"[54.0, 3.0, 1.0, 12.500000000000023, 0.0]","[0.0, 0.0, 0.0, 0.0]",55.51801509420164,0.0,39.0,0.0,5f35d6af93a88f0023c8d646,2.605,3106.380000000001
40,260.0547250099486,52,"[217.0, -13.5, -126.5, 11.400000000000002, -65.0]","[-30.0, -3.0, 30.0, -3.0]",260.0547250099486,0.0,40.0,18.18,5f35d65d93a88f0023c8d629,45.258,67646.63999999997
41,330.8637786159132,52,"[117.0, 119.0, -284.0, -27.2, -15.0]","[20.0, 5.0, -50.0, -5.0]",330.8637786159132,0.0,41.0,29.5,5f35d65d93a88f0023c8d629,48.039,109518.52
42,299.88562819848505,52,"[267.0, -123.5, -51.5, 26.700000000000006, -5.0]","[-50.0, 1.0, 75.0, 10.0]",299.88562819848505,0.0,42.0,82.26,5f35d65d93a88f0023c8d629,60.737,90061.33000000002
43,427.5469097069934,52,"[67.0, 129.0, -399.0, -49.39999999999999, -5.0]","[50.0, 0.0, -100.0, -15.0]",427.5469097069934,0.0,43.0,127.25,5f35d65d93a88f0023c8d629,36.017,183053.54999999996
44,288.71915419659985,52,"[147.0, 56.5, -241.5, -14.5, -5.0]","[-15.0, 0.0, 40.0, 25.0]",288.71915419659985,0.0,44.0,24.5,5f35d65d93a88f0023c8d629,41.456,83640.44
45,233.13077874875296,52,"[207.0, 59.0, -89.0, -8.599999999999998, -5.0]","[0.0, 0.0, 30.0, 0.0]",233.13077874875296,0.0,45.0,9.0,5f35d65d93a88f0023c8d629,28.509,54640.65000000001
46,253.04898735225163,52,"[227.0, 111.5, -6.5, 2.300000000000006, -5.0]","[10.0, 0.0, 10.0, 0.0]",253.04898735225163,0.0,46.0,2.0,5f35d65d93a88f0023c8d629,24.683,64326.48000000001
47,512.8627886676903,52,"[27.0, 364.0, -354.0, -66.79999999999998, -5.0]","[50.0, 0.0, -100.0, 0.0]",512.8627886676903,0.0,47.0,125.0,5f35d65d93a88f0023c8d629,25.715,263445.93
48,410.0572033265603,52,"[87.0, 66.5, -381.5, -102.89999999999998, -5.0]","[-60.0, 0.0, 30.0, 0.0]",410.0572033265603,0.0,48.0,45.0,5f35d65d93a88f0023c8d629,27.707,168609.6
49,234.82120858218917,52,"[207.0, 19.0, -109.0, 5.000000000000028, -5.0]","[-10.0, 0.0, 60.0, 50.0]",234.82120858218917,0.0,49.0,62.0,5f35d65d93a88f0023c8d629,36.802,55665.689999999995
50,207.24743665483538,57,"[-109.0, -51.5, -72.5, 149.0, 31.0]","[4.0, -7.0, 5.0, -6.0]",207.24743665483538,0.0,50.0,1.26,5f35d65893a88f0023c8d625,34.221,42952.76000000001
51,153.53204877158385,57,"[-91.0, -17.0, -13.0, 120.30000000000001, -19.0]","[10.0, -5.0, 9.0, -10.0]",153.53204877158385,0.0,51.0,3.06,5f35d65893a88f0023c8d625,24.267,23576.41
52,122.61052157135619,57,"[-71.0, 12.5, 58.5, 77.80000000000001, -19.0]","[4.0, 0.0, 10.0, -20.0]",122.61052157135619,0.0,52.0,5.16,5f35d65893a88f0023c8d625,23.496,15042.82
53,103.39869438247274,57,"[-67.0, 7.0, 69.0, 37.30000000000001, 1.0]","[-3.0, 2.0, 2.0, -20.0]",103.39869438247274,0.0,53.0,4.17,5f35d65893a88f0023c8d625,43.343,10704.939999999999
54,92.04075184395225,57,"[-67.0, -48.5, 35.5, -2.999999999999986, -19.0]","[-11.0, -2.0, 0.0, -21.0]",92.04075184395225,0.0,54.0,5.66,5f35d65893a88f0023c8d625,22.713,8490.81
55,118.84447820576268,57,"[-47.0, -19.0, 107.0, 4.9000000000000155, -9.0]","[4.0, 1.0, 10.0, 0.0]",118.84447820576268,0.0,55.0,1.17,5f35d65893a88f0023c8d625,26.194,14144.490000000002
56,146.64071740140935,57,"[-39.0, 0.5, 140.5, 11.000000000000014, 11.0]","[3.0, 2.0, 4.0, -2.0]",146.64071740140935,0.0,56.0,0.33,5f35d65893a88f0023c8d625,17.796,21524.309999999998
57,190.95329271840274,57,"[-9.0, -55.0, 180.0, 29.600000000000016, -9.0]","[-10.0, -2.0, 15.0, -2.0]",190.95329271840274,0.0,57.0,3.33,5f35d65893a88f0023c8d625,24.921,36487.299999999996
58,151.21620283554273,57,"[-29.0, -50.5, 134.5, 37.20000000000002, 1.0]","[0.0, 1.0, -10.0, -4.0]",151.21620283554273,0.0,58.0,1.17,5f35d65893a88f0023c8d625,20.208,22891.65
59,165.6625787557347,57,"[-27.0, -21.0, 157.0, 40.30000000000002, 1.0]","[6.0, 0.0, 1.0, -6.0]",165.6625787557347,0.0,59.0,0.73,5f35d65893a88f0023c8d625,23.805,27470.13
60,64.5193769343753,61,"[-7.0, -5.5, -63.5, -6.5, 3.0]","[-5.0, -4.0, -1.0, -25.0]",64.5193769343753,0.0,60.0,6.67,5f35d60a93a88f0023c8d608,52.825,4169.42
61,67.38694235532579,61,"[-7.0, -7.0, -65.0, -13.0, -7.0]","[0.0, -1.0, 0.0, 0.0]",67.38694235532579,0.0,61.0,0.01,5f35d60a93a88f0023c8d608,38.649,4547.68
62,66.27782434570405,61,"[-7.0, -3.5, -61.5, -19.5, 13.0]","[0.0, 2.0, 0.0, 0.0]",66.27782434570405,0.0,62.0,0.04,5f35d60a93a88f0023c8d608,9.347,4399.47
63,73.87827826905551,61,"[-7.0, -10.0, -68.0, -26.0, 3.0]","[0.0, -1.0, 0.0, 0.0]",73.87827826905551,0.0,63.0,0.01,5f35d60a93a88f0023c8d608,12.211,5464.73
64,71.93684730372884,61,"[-7.0, -1.5, -63.5, -32.9, 3.0]","[2.0, 0.0, 0.0, 0.0]",71.93684730372884,0.0,64.0,0.04,5f35d60a93a88f0023c8d608,11.729,5181.679999999999
65,85.99209265973238,61,"[-7.0, -18.0, -74.0, -39.199999999999996, 3.0]","[-3.0, 0.0, 0.0, 0.0]",85.99209265973238,0.0,65.0,0.09,5f35d60a93a88f0023c8d608,6.468,7401.499999999999
66,72.90233192429444,61,"[-7.0, 30.5, -45.5, -47.5, 3.0]","[10.0, 0.0, 0.0, 0.0]",72.90233192429444,0.0,66.0,1.0,5f35d60a93a88f0023c8d608,10.06,5322.610000000001
67,72.02332955369391,61,"[-3.0, 29.0, -37.0, -54.4, 3.0]","[0.0, 0.0, 2.0, 0.0]",72.02332955369391,0.0,67.0,0.04,5f35d60a93a88f0023c8d608,12.075,5195.259999999998
68,56.88752059986443,61,"[-3.0, 27.5, -38.5, -31.299999999999997, 3.0]","[0.0, 0.0, 0.0, 15.0]",56.88752059986443,0.0,68.0,2.25,5f35d60a93a88f0023c8d608,20.908,3246.34
69,29.015340770013367,61,"[11.0, 26.0, -5.0, -3.299999999999997, 3.0]","[0.0, 0.0, 7.0, 15.0]",29.015340770013367,1.0,69.0,2.74,5f35d60a93a88f0023c8d608,27.865,854.7799999999999
70,145.6660221190927,54,"[-7.0, -52.5, -72.5, -114.7, 1.0]","[0.0, -1.0, 0.0, -28.0]",145.6660221190927,0.0,70.0,7.85,5f35d5ee93a88f0023c8d5fe,36.992,21226.440000000002
71,90.55142185520887,54,"[-7.0, -53.0, -73.0, -3.4000000000000057, 1.0]","[0.0, 0.0, 0.0, 57.0]",90.55142185520887,0.0,71.0,32.49,5f35d5ee93a88f0023c8d5fe,20.085,8239.9
72,29.025850547399983,54,"[-1.0, -3.5, -28.5, -4.000000000000005, 1.0]","[10.0, 0.0, 3.0, 1.0]",29.025850547399983,1.0,72.0,1.1,5f35d5ee93a88f0023c8d5fe,35.095,883.9399999999999
73,11.11800341788039,54,"[9.0, -4.0, -4.0, -3.1000000000000054, 1.0]","[0.0, 0.0, 5.0, 0.0]",11.11800341788039,1.0,73.0,0.25,5f35d5ee93a88f0023c8d5fe,13.551,165.30000000000004
74,13.819913169047046,54,"[13.0, -4.5, 0.5, 0.6999999999999946, 1.0]","[0.0, 0.0, 1.0, 1.0]",13.819913169047046,1.0,74.0,0.02,5f35d5ee93a88f0023c8d5fe,60.992,232.7
75,15.343076614551594,54,"[13.0, 5.0, 6.0, 2.0999999999999948, 1.0]","[2.0, 0.0, 0.0, 0.0]",15.343076614551594,1.0,75.0,0.04,5f35d5ee93a88f0023c8d5fe,42.496,277.16
76,15.516120649182902,54,"[13.0, 4.5, 5.5, -4.500000000000005, 1.0]","[0.0, 0.0, 0.0, -4.0]",15.516120649182902,1.0,76.0,0.16,5f35d5ee93a88f0023c8d5fe,20.568,282.66
77,14.553693689232297,54,"[13.0, 4.0, 5.0, 0.8999999999999946, 1.0]","[0.0, 0.0, 0.0, 2.0]",14.553693689232297,1.0,77.0,0.04,5f35d5ee93a88f0023c8d5fe,35.324,253.76
78,11.707262703125782,54,"[11.0, 3.5, -0.5, 1.5999999999999945, 1.0]","[0.0, 0.0, -1.0, 0.0]",11.707262703125782,1.0,78.0,0.01,5f35d5ee93a88f0023c8d5fe,20.284,179.01999999999998
79,11.49304137293519,54,"[11.0, 3.0, -1.0, 0.2999999999999945, 1.0]","[0.0, 0.0, 0.0, -1.0]",11.49304137293519,1.0,79.0,0.01,5f35d5ee93a88f0023c8d5fe,46.752,174.06
80,186.62438211552103,56,"[160.0, -17.5, -91.5, 4.6, -23.0]","[10.0, 5.0, -5.0, 1.0]",186.62438211552103,0.0,80.0,1.51,5f35d64293a88f0023c8d61c,28.38,34830.170000000006
81,191.8364146870974,56,"[142.0, -11.0, -128.0, 11.1, -3.0]","[-1.0, 2.0, -9.0, 2.0]",191.8364146870974,0.0,81.0,0.9000000000000001,5f35d64293a88f0023c8d61c,27.768,36803.62
82,277.68757624351866,56,"[92.0, -24.5, -260.5, -13.300000000000002, -3.0]","[-3.0, 0.0, -25.0, -5.0]",277.68757624351866,0.0,82.0,6.59,5f35d64293a88f0023c8d61c,31.136,77119.38999999998
83,198.86417475251795,56,"[142.0, 132.0, -41.0, -16.400000000000002, -3.0]","[31.0, 0.0, 25.0, 0.0]",198.86417475251795,0.0,83.0,15.86,5f35d64293a88f0023c8d61c,18.175,39571.82
84,174.87326839743116,56,"[148.0, 63.5, -66.5, -14.600000000000001, -3.0]","[-14.0, 0.0, 3.0, 0.0]",174.87326839743116,0.0,84.0,2.05,5f35d64293a88f0023c8d61c,23.46,30607.569999999996
85,176.2203450229286,56,"[166.0, 5.0, -56.0, -18.1, -3.0]","[-12.0, 0.0, 9.0, -7.0]",176.2203450229286,0.0,85.0,2.74,5f35d64293a88f0023c8d61c,39.88,31083.26
86,235.38561978166805,56,"[96.0, 161.5, -136.5, -38.300000000000004, -3.0]","[31.0, 0.0, -35.0, 0.0]",235.38561978166805,0.0,86.0,21.86,5f35d64293a88f0023c8d61c,34.958,55457.9
87,202.74427242218212,56,"[126.0, 8.0, -153.0, -41.800000000000004, -3.0]","[-31.0, 0.0, 15.0, 0.0]",202.74427242218212,0.0,87.0,11.86,5f35d64293a88f0023c8d61c,23.965,41168.61
88,285.1165726505564,56,"[80.0, 9.5, -266.5, -61.400000000000006, -3.0]","[0.0, 0.0, -23.0, 0.0]",285.1165726505564,0.0,88.0,5.29,5f35d64293a88f0023c8d61c,29.77,81360.12000000001
89,186.89665593584064,56,"[180.0, 1.0, -21.0, -45.60000000000001, -3.0]","[-2.0, 0.0, 50.0, 0.0]",186.89665593584064,0.0,89.0,25.04,5f35d64293a88f0023c8d61c,22.395,35024.05999999999
90,176.40731277359225,55,"[109.0, -22.5, -23.5, 134.8, -3.0]","[-12.0, -5.0, -3.0, -10.0]",176.40731277359225,0.0,90.0,2.7800000000000002,5f35d5d093a88f0023c8d5f7,59.673,31122.320000000003
91,163.5550060377242,55,"[113.0, -1.0, 0.0, 118.20000000000002, -3.0]","[4.0, 0.0, 2.0, -14.0]",163.5550060377242,0.0,91.0,2.16,5f35d5d093a88f0023c8d5f7,35.212,26755.18
92,167.65339245001874,55,"[101.0, 0.5, -28.5, 125.40000000000002, 37.0]","[0.0, 4.0, -6.0, 0.0]",167.65339245001874,0.0,92.0,0.52,5f35d5d093a88f0023c8d5f7,41.433,28113.12
93,176.90675509996785,55,"[85.0, -18.0, -87.0, 127.00000000000001, 7.0]","[0.0, -3.0, -8.0, 0.0]",176.90675509996785,0.0,93.0,0.73,5f35d5d093a88f0023c8d5f7,26.08,31302.190000000002
94,177.54959870413677,55,"[105.0, -21.5, -40.5, 135.60000000000002, -3.0]","[0.0, -1.0, 10.0, 0.0]",177.54959870413677,0.0,94.0,1.01,5f35d5d093a88f0023c8d5f7,26.107,31531.060000000005
95,116.3642556801701,55,"[105.0, -20.0, -39.0, 24.200000000000017, -3.0]","[0.0, 0.0, 0.0, -60.0]",116.3642556801701,0.0,95.0,36.0,5f35d5d093a88f0023c8d5f7,27.482,13583.84
96,113.40167547263135,55,"[105.0, -18.5, -37.5, 8.800000000000018, -3.0]","[0.0, 0.0, 0.0, -12.0]",113.40167547263135,0.0,96.0,1.44,5f35d5d093a88f0023c8d5f7,16.203,12904.579999999998
97,108.8321643632984,55,"[105.0, -2.0, -27.0, 8.800000000000018, -3.0]","[3.0, 0.0, 0.0, -4.0]",108.8321643632984,0.0,97.0,0.25,5f35d5d093a88f0023c8d5f7,26.353,11889.329999999998
98,115.69697489562984,55,"[115.0, -0.5, -0.5, 12.300000000000018, -3.0]","[0.0, 0.0, 5.0, -4.0]",115.69697489562984,0.0,98.0,0.41000000000000003,5f35d5d093a88f0023c8d5f7,25.414,13431.09
99,115.46445340450022,55,"[115.0, 1.0, 1.0, 9.800000000000018, -3.0]","[0.0, 0.0, 0.0, -7.0]",115.46445340450022,0.0,99.0,0.49,5f35d5d093a88f0023c8d5f7,12.453,13377.830000000004
100,83.50023952061456,62,"[-27.0, 14.0, -6.0, 77.3, -6.0]","[0.0, -8.0, 55.0, 0.0]",83.50023952061456,0.0,100.0,30.89,5f35d8e393a88f0023c8d887,59.278,7003.180000000001
101,171.56911143909323,62,"[1.0, 17.0, 67.0, 156.39999999999998, 14.0]","[0.0, 2.0, 14.0, 37.0]",171.56911143909323,0.0,101.0,15.69,5f35d8e393a88f0023c8d887,35.549,29482.539999999994
102,62.44397488949594,62,"[1.0, 10.0, 60.0, 1.4999999999999716, 14.0]","[0.0, 0.0, 0.0, -80.0]",62.44397488949594,0.0,102.0,64.0,5f35d8e393a88f0023c8d887,25.577,4009.8299999999995
103,54.97053756331658,62,"[1.0, 3.0, 53.0, 2.599999999999972, 14.0]","[0.0, 0.0, 0.0, -2.0]",54.97053756331658,0.0,103.0,0.04,5f35d8e393a88f0023c8d887,11.706,3132.379999999999
104,52.614541716145354,62,"[1.0, -4.0, 46.0, 7.699999999999973, 24.0]","[0.0, 1.0, 0.0, 0.0]",52.614541716145354,0.0,104.0,0.01,5f35d8e393a88f0023c8d887,8.374,2878.9199999999996
105,46.398706878532714,62,"[1.0, -16.0, 34.0, 12.799999999999972, 24.0]","[0.0, 0.0, 0.0, 0.0]",46.398706878532714,0.0,105.0,0.0,5f35d8e393a88f0023c8d887,6.158,2263.469999999999
106,49.28092937435332,62,"[1.0, -28.0, 22.0, 1.8999999999999737, 34.0]","[0.0, 1.0, 0.0, -8.0]",49.28092937435332,0.0,106.0,0.65,5f35d8e393a88f0023c8d887,10.485,2539.8900000000003
107,44.09807252023607,62,"[1.0, -15.0, 23.0, 5.799999999999974, 34.0]","[6.0, 0.0, 0.0, 0.0]",44.09807252023607,0.0,107.0,0.36,5f35d8e393a88f0023c8d887,8.525,2056.2799999999997
108,25.86986664055305,62,"[1.0, -2.0, 24.0, 8.499999999999975, 4.0]","[6.0, -3.0, 0.0, 0.0]",25.86986664055305,1.0,108.0,0.44999999999999996,5f35d8e393a88f0023c8d887,21.369,781.3399999999996
109,22.769277546729494,62,"[1.0, -4.0, 22.0, 1.1999999999999744, 4.0]","[0.0, 0.0, 0.0, -5.0]",22.769277546729494,1.0,109.0,0.25,5f35d8e393a88f0023c8d887,15.026,630.78
110,370.3991225691551,66,"[-84.0, 202.5, 255.5, -140.1, 65.0]","[0.0, 0.0, 50.0, 50.0]",370.3991225691551,0.0,110.0,50.0,5f35d78293a88f0023c8d697,43.762,137245.50999999998
111,395.0259358573814,66,"[-34.0, 170.0, 348.0, -25.69999999999999, 65.0]","[0.0, 0.0, 25.0, 50.0]",395.0259358573814,0.0,111.0,31.25,5f35d78293a88f0023c8d697,14.224,156126.74
112,373.7008696805508,66,"[-24.0, 137.5, 340.5, 2.200000000000017, 65.0]","[0.0, 0.0, 5.0, 5.0]",373.7008696805508,0.0,112.0,0.5,5f35d78293a88f0023c8d697,12.881,139734.09
113,477.4926282153474,66,"[36.0, 105.0, 458.0, 41.10000000000002, 65.0]","[0.0, 0.0, 30.0, 0.0]",477.4926282153474,0.0,113.0,9.0,5f35d78293a88f0023c8d697,10.351,228089.95999999996
114,464.0134696320787,66,"[36.0, 97.5, 440.5, 79.00000000000003, 65.0]","[5.0, 0.0, 0.0, 0.0]",464.0134696320787,0.0,114.0,0.25,5f35d78293a88f0023c8d697,8.734,215399.5
115,291.18174736751615,66,"[-24.0, 65.0, 258.0, 95.90000000000003, 65.0]","[0.0, 0.0, -30.0, 0.0]",291.18174736751615,0.0,115.0,9.0,5f35d78293a88f0023c8d697,13.082,84886.81
116,186.78581316577555,66,"[-64.0, 32.5, 125.5, 98.80000000000004, 65.0]","[0.0, 0.0, -20.0, 0.0]",186.78581316577555,0.0,116.0,4.0,5f35d78293a88f0023c8d697,8.47,34992.94000000001
117,153.76895005169283,66,"[-64.0, 0.0, 93.0, 81.70000000000005, 65.0]","[0.0, 0.0, 0.0, -10.0]",153.76895005169283,0.0,117.0,1.0,5f35d78293a88f0023c8d697,10.432,23749.890000000003
118,146.27077630203516,66,"[-64.0, -62.5, 42.5, 85.80000000000004, 65.0]","[-6.0, 0.0, 0.0, 0.0]",146.27077630203516,0.0,118.0,0.36,5f35d78293a88f0023c8d697,10.377,21500.50000000001
119,159.7748728680452,66,"[-64.0, -95.0, 10.0, 89.90000000000003, 65.0]","[0.0, 0.0, 0.0, 0.0]",159.7748728680452,0.0,119.0,0.0,5f35d78293a88f0023c8d697,9.303,25633.37000000001
120,228.49800874405886,65,"[-20.0, -76.5, -18.5, 202.8, 67.0]","[0.0, 0.0, 10.0, 0.0]",228.49800874405886,0.0,120.0,1.0,5f35d73b93a88f0023c8d678,25.281,52212.340000000004
121,233.47924961332217,65,"[-20.0, -110.0, -52.0, 186.60000000000002, 67.0]","[0.0, 0.0, 0.0, -10.0]",233.47924961332217,0.0,121.0,1.0,5f35d73b93a88f0023c8d678,16.947,54514.56
122,205.36908238583533,65,"[-20.0, -43.5, -25.5, 186.40000000000003, 67.0]","[20.0, 0.0, 0.0, 0.0]",205.36908238583533,0.0,122.0,4.0,5f35d73b93a88f0023c8d678,19.267,42182.46000000002
