situation,generating_model,sparse_max_continuous,sparse_max_discrete,sparse_lqr,lqr,nm1,nm2,hc
"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_max_discrete,-52.00599029242966,-34.796949784213304,-106.96362188469385,-102.20306782585857,-50.561542401888914,-63.4997650603896,-44.02924437984288
