situation,generating_model,sparse_max_continuous,sparse_max_discrete,sparse_lqr,lqr,nm1,nm2,hc
"[156.0, 99.0, 38.0, -50.0, 56.0]",hill_climbing,-42.356561,-36.00129,-103.641664,-107.51921,-37.484073699999996,-35.606098,-35.792992
