situation,generating_model,sparse_max_continuous,sparse_max_discrete,sparse_lqr,lqr,nm1,nm2,hc
"[-84.0, 219.0, 125.0, -84.0, 132.0]",sparse_max_continuous,-21.009044,-26.84658,-32.493284,-81.243516,-26.186393,-26.684291,-19.752512
