situation,generating_model,sparse_max_continuous,sparse_max_discrete,sparse_lqr,lqr,nm1,nm2,hc
"[156.0, 99.0, 38.0, -50.0, 56.0]",sparse_max_continuous,-1.868875,-13.025749,-33.039061,-97.820743,-9.338573,-10.940568,-7.593631
