situation,generating_model,sparse_max_continuous,sparse_max_discrete,sparse_lqr,lqr,nm1,nm2,hc
"[-88.0, 3.0, 58.0, 82.0, 231.0]",hill_climbing,-21.81993,-26.896726,-107.941874,-39.800112,-30.455815,-36.697481,-26.054778
