situation,generating_model,sparse_max_continuous,sparse_max_discrete,sparse_lqr,lqr,nm1,nm2,hc
"[95.0, -108.0, -140.0, 62.0, -173.0]",hill_climbing,-27.365311,-21.009792,-106.774632,-111.71541,-31.23804,-28.198013,4.752202
