situation,generating_model,sparse_max_continuous,sparse_max_discrete,sparse_lqr,lqr,nm1,nm2,hc
"[-40.0, -43.0, -35.0, 199.0, 67.0]",hill_climbing,-45.489311,-46.078261,-88.528579,-79.218079,-35.682494,-51.664557,1.037074
