situation,generating_model,sparse_max_continuous,sparse_max_discrete,sparse_lqr,lqr,nm1,nm2,hc
"[-137.0, 51.0, -244.0, 82.0, 74.0]",sparse_max_discrete,-47.080254,-20.239883,-91.314464,-69.792208,-54.924037,-64.500126,-59.186334
