situation,generating_model,sparse_max_continuous,sparse_max_discrete,sparse_lqr,lqr,nm1,nm2,hc
"[-88.0, 3.0, 58.0, 82.0, 231.0]",sparse_max_discrete,-28.376684,-9.392481,-107.157924,-70.218885,-49.225878,-66.019408,-33.97579
