situation,generating_model,sparse_max_continuous,sparse_max_discrete,sparse_lqr,lqr,nm1,nm2,hc
"[-7.0, -47.0, -67.0, -56.0, 11.0]",sparse_max_discrete,-67.339252,1.328316,-112.932757,-94.70675,-97.239669,-79.594417,-72.93349
