situation,generating_model,sparse_max_continuous,sparse_max_discrete,sparse_lqr,lqr,nm1,nm2,hc
"[106.0, 40.0, -10.0, -191.0, 3.0]",sparse_lqr,8.766034,8.766034,8.766034,-104.701266,3.959506,8.766034,8.766034
