situation,generating_model,sparse_max_continuous,sparse_max_discrete,sparse_lqr,lqr,nm1,nm2,hc
"[157.0, 119.0, -204.0, 7.0, -35.0]",sparse_max_continuous,-75.952514,-92.193167,-96.02559,-120.016346,-113.449546,-112.232257,-87.328606
