situation,generating_model,sparse_max_continuous,sparse_max_discrete,sparse_lqr,lqr,nm1,nm2,hc
"[-117.0, 249.0, 246.0, -225.0, 142.0]",sparse_max_continuous,-24.661117,-37.200443,-71.762299,-82.559529,-36.605104,-33.710415,-34.749433
