situation,generating_model,sparse_max_continuous,sparse_max_discrete,sparse_lqr,lqr,nm1,nm2,hc
"[-5.0, 41.0, -22.0, 50.0, 43.0]",sparse_max_discrete,-27.885823,-31.01134,-103.680759,-60.399436,-52.777184,-50.318707,-44.833862
