situation,generating_model,sparse_max_continuous,sparse_max_discrete,sparse_lqr,lqr,nm1,nm2,hc
"[-40.0, -43.0, -35.0, 199.0, 67.0]",hill_climbing,-81.548846,-78.040766,-99.87752,-105.841349,-60.821007,-86.596617,7.624619
