situation,generating_model,sparse_max_continuous,sparse_max_discrete,sparse_lqr,lqr,nm1,nm2,hc
"[156.0, 99.0, 38.0, -50.0, 56.0]",hill_climbing,-0.408062,-1.24988,-83.454033,-116.317646,-30.887016,-33.501058,6.079067
