situation,generating_model,sparse_max_continuous,sparse_max_discrete,sparse_lqr,lqr,nm1,nm2,hc
"[-8.0, 40.0, 5.0, -85.0, 52.0]",sparse_lqr,-23.66293,-17.984926,8.766034,-69.504334,-28.415934,-23.142392,-15.818201
