,attention_cost,exp_param,step_size,vm_param,pp_id,ll,AIC,agent_type
0,5.79989932466355,0.062410731539187234,0.016519034709926272,8.737440812316482,5f35d6f793a88f0023c8d65f,-50.978539,109.957078,sparse_max_continuous
