attention_cost,exp_param,step_size,vm_param,pp_id,ll,AIC,agent_type
2.116261342310976,0.0743931877057632,0.0221156863499203,9.71820072977926,5f35d6ae93a88f0023c8d644,-24.93172886029822,57.86345772059644,sparse_max_discrete
