,attention_cost,exp_param,vm_param,pp_id,ll,AIC,agent_type
0,108.03343345199694,0.14008798788282986,2.4557860597892156,5f35d73d93a88f0023c8d679,-81.34827378597416,166.69654757194832,sparse_lqr
