attention_cost,exp_param,step_size,vm_param,pp_id,ll,AIC,agent_type
2.116261342310976,0.0743931877057632,0.0221156863499203,9.71820072977926,5f35d90b93a88f0023c8d8cf,-42.64370334387823,93.28740668775646,sparse_max_continuous
