,b,exp_param,n,vm_param,pp_id,ll,AIC,agent_type
0,3.207725774589365,0.011664567702416011,4.038875295255403,2.6513625270791263,5f35d86c93a88f0023c8d7e9,-97.65570189999998,203.31140379999997,null_model_1
