,b,exp_param,n,vm_param,pp_id,ll,AIC,agent_type
0,11.533386714920374,0.03252435004925076,1.5997095072196332,5.786175110077615,5f35d73b93a88f0023c8d678,-67.76917600000002,143.53835200000003,null_model_1
