,attention_cost,exp_param,step_size,vm_param,pp_id,ll,AIC,agent_type
0,27.736007783123487,0.014791585049031684,0.018496284719394296,6.721069391052904,5f35db0c93a88f0023c8deda,-79.677534,167.355068,sparse_max_continuous
