attention_cost,exp_param,vm_param,pp_id,ll,AIC,agent_type
40.93656769820551,0.0608577718226994,1.2134345574073735,5f361f5693a88f0023c90f72,-99.33220513929648,202.66441027859295,sparse_lqr
