,attention_cost,exp_param,step_size,vm_param,pp_id,ll,AIC,agent_type
0,24.43857543784966,0.05505954666367589,0.19576600700889896,8.424458099564136,5f35d76793a88f0023c8d689,-47.136639,102.273278,sparse_max_discrete
