,attention_cost,exp_param,step_size,vm_param,pp_id,ll,AIC,agent_type
0,3.4767081233085007,0.029968151001276797,0.8456381906372883,2.46805778968773,5f35d8b893a88f0023c8d833,-96.380947,200.761894,sparse_max_discrete
