attention_cost,exp_param,step_size,vm_param,pp_id,ll,AIC,agent_type
4.703741839382528,0.0195576259752321,0.1050332155788335,4.863451109370319,5f35d5ea93a88f0023c8d5fd,-76.55814347010961,161.11628694021925,sparse_max_discrete
