,b,exp_param,n,vm_param,pp_id,ll,AIC,agent_type
0,2.5942908250538355,0.023240667601511493,1.137212985724994,3.8745324297224903,5f35d6af93a88f0023c8d646,-69.13710040000001,146.27420080000002,null_model_1
