,attention_cost,exp_param,step_size,vm_param,pp_id,ll,AIC,agent_type
0,28.327117433419538,0.03317617837802176,0.043997883542742866,4.714539134507336,5f361ea793a88f0023c90f71,-65.353162,138.706324,sparse_max_continuous
