,b,exp_param,n,vm_param,pp_id,ll,AIC,agent_type
0,4.718469211062832,0.016478525705600388,2.0747248896840915,6.9569749977348705,5f35d6ae93a88f0023c8d644,-62.93900919999999,133.87801839999997,null_model_1
