,attention_cost,exp_param,step_size,vm_param,pp_id,ll,AIC,agent_type
0,17.797180227982714,0.04113623976276779,0.003822563432312631,4.057094086762176,5f35d70093a88f0023c8d662,-73.62843,155.25686,sparse_max_continuous
