,b,exp_param,n,vm_param,pp_id,ll,AIC,agent_type
0,0.10492015116564946,0.023234160222479143,1.7702664398421484,6.894664961898426,5f35d82093a88f0023c8d751,-58.8753857,125.7507714,null_model_1
