b,exp_param,n,vm_param,pp_id,ll,AIC,agent_type
4.419512946706218,0.0428356927296962,1.1975855385332572,1.5045502836766345,5f360eea93a88f0023c908e9,-89.95074064867029,187.90148129734055,null_model_1
