,b,exp_param,n,vm_param,pp_id,ll,AIC,agent_type
0,1.3855870061182496,0.08630474898404744,4.92564186301645,6.0950192577349664,5f35d60a93a88f0023c8d608,-56.278563600000005,120.55712720000001,null_model_1
