,attention_cost,exp_param,step_size,vm_param,pp_id,ll,AIC,agent_type
0,7.607845710973633,0.023085345243840486,0.033803648662225294,8.46583769166268,5f35d61893a88f0023c8d60c,-55.053606,118.107212,sparse_max_continuous
