,b,exp_param,n,vm_param,pp_id,ll,AIC,agent_type
0,1.1624507491517055,0.017776033767196987,2.6300858331812935,1.8358334072594196,5f35d9ad93a88f0023c8da5b,-100.92006180000001,209.84012360000003,null_model_1
