,Unnamed: 0,situation,llh_sparsemax_to_lqr,llh_sparsemax_to_sparsemax,llh_sparsemax_to_nm2,llh_lqr_to_sparsemax,llh_lqr_to_lqr,llh_lqr_to_nm2,llh_nm2_to_sparsemax,llh_nm2_to_lqr,llh_nm2_to_nm2,sparsemax_score_deterministic,sparsemax_score_noisy,lqr_score,nm2_score_deterministic,nm2_score_noisy,starting_cost
0,0,"[-138.0, 224.0, 231.0, -136.0, -241.0]",-143.53203699196308,-93.9298690005185,-135.47946693808018,-49.92986086802571,-66.18974649130993,-51.86699498980566,-53.13334083367861,-118.206331902304,-53.07500878004056,229266.1,10349222.0,56.50593185424805,tensor(4252551.),915551.8,199158
