,Unnamed: 0,situation,llh_sparsemax_to_lqr,llh_sparsemax_to_sparsemax,llh_sparsemax_to_nm2,llh_lqr_to_sparsemax,llh_lqr_to_lqr,llh_lqr_to_nm2,llh_nm2_to_sparsemax,llh_nm2_to_lqr,llh_nm2_to_nm2,sparsemax_score_deterministic,sparsemax_score_noisy,lqr_score,nm2_score_deterministic,nm2_score_noisy,starting_cost
0,0,"[-35.0, 23.0, -91.0, 22.0, 32.0]",-131.96107604702462,-94.07958971792364,-122.73581693865032,-69.67125799607702,-55.56723498725301,-85.15244011880634,-60.60336966467203,-104.29930287635004,-60.51478296881627,9662.1,816191.25,1.0045170783996582,tensor(100148.),27097.771,11543
