,Unnamed: 0,situation,llh_sparsemax_to_lqr,llh_sparsemax_to_sparsemax,llh_sparsemax_to_nm2,llh_lqr_to_sparsemax,llh_lqr_to_lqr,llh_lqr_to_nm2,llh_nm2_to_sparsemax,llh_nm2_to_lqr,llh_nm2_to_nm2,sparsemax_score_deterministic,sparsemax_score_noisy,lqr_score,nm2_score_deterministic,nm2_score_noisy,starting_cost
0,0,"[-8.0, -58.0, 112.0, -167.0, 121.0]",-141.0496373651542,-110.104363231436,-138.26895144602597,-26.444050246523236,-95.835589395128,-26.209842348063532,-55.12260251779818,-109.48357066563705,-54.8211166459281,1118231.1,1799783.2,9.92688274383545,tensor(697348.),120836.875,58502
