,Unnamed: 0,situation,llh_sparsemax_to_lqr,llh_sparsemax_to_sparsemax,llh_sparsemax_to_nm2,llh_lqr_to_sparsemax,llh_lqr_to_lqr,llh_lqr_to_nm2,llh_nm2_to_sparsemax,llh_nm2_to_lqr,llh_nm2_to_nm2,sparsemax_score_deterministic,sparsemax_score_noisy,lqr_score,nm2_score_deterministic,nm2_score_noisy,starting_cost
0,0,"[-21.0, 142.0, -169.0, 54.0, 139.0]",-131.52718861911282,-110.22209612276406,-126.041665630187,-87.76003006546412,-116.78536036621088,-99.92970125254725,-55.4902440209046,-110.41051150048015,-54.620751380686855,225974.77,966384.9,22.74950218200684,tensor(1149351.),125679.625,71403
