,Unnamed: 0,situation,llh_sparsemax_to_lqr,llh_sparsemax_to_sparsemax,llh_sparsemax_to_nm2,llh_lqr_to_sparsemax,llh_lqr_to_lqr,llh_lqr_to_nm2,llh_nm2_to_sparsemax,llh_nm2_to_lqr,llh_nm2_to_nm2,sparsemax_score_deterministic,sparsemax_score_noisy,lqr_score,nm2_score_deterministic,nm2_score_noisy,starting_cost
0,0,"[-41.0, -120.0, 242.0, -190.0, 200.0]",-160.54785101810572,-112.0132736712408,-150.22986921716455,-48.23319242749495,-47.39519580315918,-46.16615037574336,-59.023345647139344,-115.46067548050878,-58.18688619605531,82294.805,1453689.8,55.82360076904297,tensor(1887806.),320315.25,150745
