,Unnamed: 0,situation,llh_sparsemax_to_lqr,llh_sparsemax_to_sparsemax,llh_sparsemax_to_nm2,llh_lqr_to_sparsemax,llh_lqr_to_lqr,llh_lqr_to_nm2,llh_nm2_to_sparsemax,llh_nm2_to_lqr,llh_nm2_to_nm2,sparsemax_score_deterministic,sparsemax_score_noisy,lqr_score,nm2_score_deterministic,nm2_score_noisy,starting_cost
0,0,"[149.0, -92.0, 89.0, 176.0, 121.0]",-157.28736629510436,-102.40562302867576,-147.14249511805116,-43.49758962695047,-66.80220618067634,-55.44308628802612,-57.58417299448187,-110.77740267430111,-56.8485603374083,109353.56,1987102.8,34.047019958496094,tensor(1044943.),152457.03,84203
