,Unnamed: 0,situation,llh_sparsemax_to_lqr,llh_sparsemax_to_sparsemax,llh_sparsemax_to_nm2,llh_lqr_to_sparsemax,llh_lqr_to_lqr,llh_lqr_to_nm2,llh_nm2_to_sparsemax,llh_nm2_to_lqr,llh_nm2_to_nm2,sparsemax_score_deterministic,sparsemax_score_noisy,lqr_score,nm2_score_deterministic,nm2_score_noisy,starting_cost
0,0,"[34.0, -183.0, -33.0, 173.0, -223.0]",-127.65800537136104,-91.19398905659172,-121.12197767830978,-103.4661474467666,-115.26465263083271,-104.42400460136255,-61.38237183568342,-114.04107714383215,-60.70997441354363,75793.89,16445546.0,12.520745277404783,tensor(2217682.),144965.28,115392
