,b,exp_param,n,vm_param,pp_id,ll,AIC,agent_type
0,2.751349834321424,0.03308823096887533,1.5023077964101539,3.0631843042127285,5f362dee93a88f0023c91131,-81.3795780054987,170.7591560109974,null_model_1
