,b,exp_param,n,vm_param,pp_id,ll,AIC,agent_type
0,7.900395542246874,0.012174396252406437,3.3406136116043093,9.01644560757821,5f35d6ae93a88f0023c8d644,-61.303219999999996,130.60644,null_model_1
