,attention_cost,exp_param,step_size,vm_param,pp_id,ll,AIC,agent_type
0,8.190115637884618,0.025951593241213117,0.02390633098857725,7.370668123746912,5f35d93793a88f0023c8d930,-61.1353,130.2706,sparse_max_discrete
