,attention_cost,exp_param,step_size,vm_param,pp_id,ll,AIC,agent_type
0,11.790541299795997,0.026903197785524437,0.05224453477776331,3.5050493854092135,5f3610a993a88f0023c90912,-77.954231,163.908462,sparse_max_continuous
