,attention_cost,exp_param,step_size,vm_param,pp_id,ll,AIC,agent_type
0,5.9156494311498555,0.03243963243844214,0.5534440866608993,1.3872067360697804,5f35d8b893a88f0023c8d833,-104.7256,217.4512,sparse_max_continuous
