,b,exp_param,n,vm_param,pp_id,ll,AIC,agent_type
0,1.9911583716465429,0.014606638398685166,1.0074072776359149,8.273933190688536,5f35df8293a88f0023c8f57b,-64.5971222,137.1942444,null_model_1
