,attention_cost,exp_param,step_size,vm_param,pp_id,ll,AIC,agent_type
0,29.696503600113463,0.17825210733139366,1.232170110339446,2.3098855928163333,5f360eea93a88f0023c908e9,-79.5943,167.1886,sparse_max_discrete
