,b,exp_param,n,vm_param,pp_id,ll,AIC,agent_type
0,2.091581804349218,0.11439619212652172,1.0215843057497476,3.2203091669883213,5f35d74293a88f0023c8d67c,-90.221092,188.442184,null_model_1
