,attention_cost,exp_param,step_size,vm_param,pp_id,ll,AIC,agent_type
0,3.640203687537742,0.015056199981313367,0.4082606128379894,6.228770466559578,5f35d90c93a88f0023c8d8d0,-67.254219,142.508438,sparse_max_discrete
