,b,exp_param,n,vm_param,pp_id,ll,AIC,agent_type
0,32.08333510936322,0.003989197219696178,1.326896410410455,1.8483656169358942,5f35e93693a88f0023c905d9,-119.1383284,246.2766568,null_model_1
