,b,exp_param,n,vm_param,pp_id,ll,AIC,agent_type
0,1.001058800787695,0.09978550176221135,3.4156559680864467,3.6786520919424537,5f35d6f793a88f0023c8d65f,-76.61779113297493,161.23558226594986,null_model_1
