,b,exp_param,n,vm_param,pp_id,ll,AIC,agent_type
0,1.9741265581499838,0.027184775890841558,1.1132259520831784,2.462110676030459,5f35d83993a88f0023c8d78b,-108.68593329999999,225.37186659999998,null_model_1
