,b,exp_param,n,vm_param,pp_id,ll,AIC,agent_type
0,2.2765414537557125,0.009851049019412979,3.630806235819032,7.203739112035578,5f35d90c93a88f0023c8d8d0,-60.993500000000004,129.98700000000002,null_model_1
